id,aro_id,aco_id,_create,_read,_update,_delete
1361,3,361,-1,-1,-1,-1
1362,4,361,1,1,1,1
1363,5,361,-1,-1,-1,-1
1364,6,361,-1,-1,-1,-1
1365,7,361,-1,-1,-1,-1
1366,53,361,-1,-1,-1,-1
1367,1,362,-1,-1,-1,-1
1368,3,362,-1,-1,-1,-1
1369,4,362,1,1,1,1
1370,5,362,-1,-1,-1,-1
1371,6,362,-1,-1,-1,-1
1372,7,362,-1,-1,-1,-1
1373,53,362,-1,-1,-1,-1
1374,1,363,-1,-1,-1,-1
1375,3,363,-1,-1,-1,-1
1376,4,363,1,1,1,1
1377,5,363,-1,-1,-1,-1
1378,6,363,-1,-1,-1,-1
1379,7,363,-1,-1,-1,-1
1380,53,363,-1,-1,-1,-1
1381,1,383,-1,-1,-1,-1
1382,3,383,-1,-1,-1,-1
1383,4,383,1,1,1,1
1384,5,383,-1,-1,-1,-1
1385,6,383,-1,-1,-1,-1
1386,7,383,-1,-1,-1,-1
1387,53,383,-1,-1,-1,-1
1388,1,384,-1,-1,-1,-1
1389,3,384,-1,-1,-1,-1
1390,4,384,1,1,1,1
1391,5,384,-1,-1,-1,-1
1392,6,384,-1,-1,-1,-1
1393,7,384,-1,-1,-1,-1
1394,53,384,-1,-1,-1,-1
1395,1,385,-1,-1,-1,-1
1396,3,385,-1,-1,-1,-1
1397,4,385,1,1,1,1
1398,5,385,-1,-1,-1,-1
1399,6,385,-1,-1,-1,-1
1400,7,385,-1,-1,-1,-1
1401,53,385,-1,-1,-1,-1
1402,1,386,-1,-1,-1,-1
1403,3,386,-1,-1,-1,-1
1404,4,386,1,1,1,1
1405,5,386,-1,-1,-1,-1
1406,6,386,-1,-1,-1,-1
1407,7,386,-1,-1,-1,-1
1408,53,386,-1,-1,-1,-1
1409,1,365,-1,-1,-1,-1
1410,3,365,1,1,1,1
1411,4,365,-1,-1,-1,-1
1412,5,365,-1,-1,-1,-1
1413,6,365,-1,-1,-1,-1
1414,7,365,-1,-1,-1,-1
1415,53,365,-1,-1,-1,-1
1416,1,366,-1,-1,-1,-1
1417,3,366,1,1,1,1
1418,4,366,-1,-1,-1,-1
1419,5,366,-1,-1,-1,-1
1420,6,366,-1,-1,-1,-1
1421,7,366,-1,-1,-1,-1
1422,53,366,-1,-1,-1,-1
1423,1,367,-1,-1,-1,-1
1424,3,367,1,1,1,1
1425,4,367,-1,-1,-1,-1
1426,5,367,-1,-1,-1,-1
1427,6,367,-1,-1,-1,-1
1428,7,367,-1,-1,-1,-1
1429,53,367,-1,-1,-1,-1
1430,1,370,-1,-1,-1,-1
1431,3,370,-1,-1,-1,-1
1432,4,370,-1,-1,-1,-1
1433,5,370,-1,-1,-1,-1
1434,6,370,-1,-1,-1,-1
1435,7,370,1,1,1,1
1436,53,370,-1,-1,-1,-1
1437,1,372,-1,-1,-1,-1
1438,3,372,-1,-1,-1,-1
1439,4,372,-1,-1,-1,-1
1440,5,372,-1,-1,-1,-1
1441,6,372,1,1,1,1
1442,7,372,1,1,1,1
1443,53,372,-1,-1,-1,-1
1444,1,374,-1,-1,-1,-1
1445,3,374,-1,-1,-1,-1
1446,4,374,-1,-1,-1,-1
1447,5,374,-1,-1,-1,-1
1448,6,374,1,1,1,1
1449,7,374,1,1,1,1
1450,53,374,-1,-1,-1,-1
1451,1,375,-1,-1,-1,-1
1452,3,375,-1,-1,-1,-1
1453,4,375,-1,-1,-1,-1
1454,5,375,-1,-1,-1,-1
1455,6,375,1,1,1,1
1456,7,375,1,1,1,1
1457,53,375,-1,-1,-1,-1
1458,1,376,-1,-1,-1,-1
1459,3,376,-1,-1,-1,-1
1460,4,376,1,1,1,1
1461,5,376,-1,-1,-1,-1
1462,6,376,-1,-1,-1,-1
1463,7,376,-1,-1,-1,-1
1464,53,376,-1,-1,-1,-1
1465,1,377,-1,-1,-1,-1
1466,3,377,-1,-1,-1,-1
1467,4,377,1,1,1,1
1468,5,377,-1,-1,-1,-1
1469,6,377,-1,-1,-1,-1
1470,7,377,-1,-1,-1,-1
1471,53,377,-1,-1,-1,-1
1472,1,378,-1,-1,-1,-1
1473,3,378,-1,-1,-1,-1
1474,4,378,-1,-1,-1,-1
1475,5,378,-1,-1,-1,-1
1476,6,378,1,1,1,1
1477,7,378,-1,-1,-1,-1
1478,53,378,-1,-1,-1,-1
1479,1,373,-1,-1,-1,-1
1480,3,373,-1,-1,-1,-1
1481,4,373,-1,-1,-1,-1
1482,5,373,-1,-1,-1,-1
1483,6,373,1,1,1,1
1484,7,373,1,1,1,1
1485,53,373,-1,-1,-1,-1
1486,1,379,-1,-1,-1,-1
1487,3,379,1,1,1,1
1488,4,379,-1,-1,-1,-1
1489,5,379,-1,-1,-1,-1
1490,6,379,-1,-1,-1,-1
1491,7,379,-1,-1,-1,-1
1492,53,379,1,1,1,1
1493,53,103,-1,-1,-1,-1
1494,53,117,-1,-1,-1,-1
1495,53,322,-1,-1,-1,-1
1496,1,387,-1,-1,-1,-1
1497,3,387,1,1,1,1
1498,4,387,-1,-1,-1,-1
1499,5,387,-1,-1,-1,-1
1500,6,387,-1,-1,-1,-1
1501,7,387,-1,-1,-1,-1
1502,53,387,1,1,1,1
1503,1,388,-1,-1,-1,-1
1504,3,388,1,1,1,1
1505,4,388,-1,-1,-1,-1
1506,5,388,-1,-1,-1,-1
1507,6,388,-1,-1,-1,-1
1508,7,388,-1,-1,-1,-1
1509,53,388,1,1,1,1
1510,1,389,-1,-1,-1,-1
1511,3,389,1,1,1,1
1512,4,389,-1,-1,-1,-1
1513,5,389,-1,-1,-1,-1
1514,6,389,-1,-1,-1,-1
1515,7,389,-1,-1,-1,-1
1516,53,389,1,1,1,1
1517,1,390,-1,-1,-1,-1
1518,3,390,-1,-1,-1,-1
1519,4,390,-1,-1,-1,-1
1520,5,390,-1,-1,-1,-1
1521,6,390,1,1,1,1
1522,7,390,-1,-1,-1,-1
1523,53,390,-1,-1,-1,-1
1524,1,391,-1,-1,-1,-1
1525,3,391,-1,-1,-1,-1
1526,4,391,-1,-1,-1,-1
1527,5,391,-1,-1,-1,-1
1528,6,391,1,1,1,1
1529,7,391,-1,-1,-1,-1
1530,53,391,-1,-1,-1,-1
1531,1,392,-1,-1,-1,-1
1532,3,392,-1,-1,-1,-1
1533,4,392,-1,-1,-1,-1
1534,5,392,-1,-1,-1,-1
1535,6,392,1,1,1,1
1536,7,392,-1,-1,-1,-1
1537,53,392,-1,-1,-1,-1
1538,53,88,1,1,1,1
1539,53,90,1,1,1,1
1540,53,146,1,1,1,1
1541,53,147,1,1,1,1
1542,53,148,1,1,1,1
1543,53,321,1,1,1,1
1544,53,323,1,1,1,1
1545,53,324,1,1,1,1
1546,53,333,1,1,1,1
1547,53,334,1,1,1,1
1548,53,335,1,1,1,1
1549,1,215,1,1,1,1
1550,3,215,-1,-1,-1,-1
1551,4,215,-1,-1,-1,-1
1552,5,215,-1,-1,-1,-1
1553,6,215,-1,-1,-1,-1
1554,7,215,-1,-1,-1,-1
1555,53,215,-1,-1,-1,-1
1556,1,393,-1,-1,-1,-1
1557,3,393,1,1,1,1
1558,4,393,-1,-1,-1,-1
1559,5,393,-1,-1,-1,-1
1560,6,393,-1,-1,-1,-1
1561,7,393,-1,-1,-1,-1
1562,53,393,-1,-1,-1,-1
1563,1,395,-1,-1,-1,-1
1564,3,395,1,1,1,1
1565,4,395,-1,-1,-1,-1
1566,5,395,-1,-1,-1,-1
1567,6,395,-1,-1,-1,-1
1568,7,395,-1,-1,-1,-1
1569,53,395,-1,-1,-1,-1
1570,1,396,-1,-1,-1,-1
1571,3,396,1,1,1,1
1572,4,396,-1,-1,-1,-1
1573,5,396,-1,-1,-1,-1
1574,6,396,-1,-1,-1,-1
1575,7,396,-1,-1,-1,-1
1576,53,396,-1,-1,-1,-1
1577,1,394,-1,-1,-1,-1
1578,3,394,1,1,1,1
1579,4,394,-1,-1,-1,-1
1580,5,394,-1,-1,-1,-1
1581,6,394,-1,-1,-1,-1
1582,7,394,-1,-1,-1,-1
1583,53,394,1,1,1,1
1584,1,397,-1,-1,-1,-1
1585,3,397,-1,-1,-1,-1
1586,4,397,-1,-1,-1,-1
1587,5,397,-1,-1,-1,-1
1588,6,397,-1,-1,-1,-1
1589,7,397,1,1,1,1
1590,53,397,-1,-1,-1,-1
1591,1,398,-1,-1,-1,-1
1592,3,398,-1,-1,-1,-1
1593,4,398,-1,-1,-1,-1
1594,5,398,-1,-1,-1,-1
1595,6,398,-1,-1,-1,-1
1596,7,398,1,1,1,1
1597,53,398,-1,-1,-1,-1
1598,1,399,-1,-1,-1,-1
1599,3,399,-1,-1,-1,-1
1600,4,399,-1,-1,-1,-1
1601,5,399,-1,-1,-1,-1
1602,6,399,-1,-1,-1,-1
1603,7,399,1,1,1,1
1604,53,399,-1,-1,-1,-1
1605,1,400,-1,-1,-1,-1
1606,3,400,-1,-1,-1,-1
1607,4,400,-1,-1,-1,-1
1608,5,400,-1,-1,-1,-1
1609,6,400,-1,-1,-1,-1
1610,7,400,1,1,1,1
1611,53,400,-1,-1,-1,-1
1612,1,401,1,1,1,1
1613,3,401,1,1,1,1
1614,4,401,-1,-1,-1,-1
1615,5,401,-1,-1,-1,-1
1616,6,401,-1,-1,-1,-1
1617,7,401,-1,-1,-1,-1
1618,53,401,-1,-1,-1,-1
1619,85,158,-1,-1,-1,-1
1620,85,217,-1,-1,-1,-1
1621,1,402,-1,-1,-1,-1
1622,3,402,-1,-1,-1,-1
1623,4,402,1,1,1,1
1624,5,402,1,1,1,1
1625,6,402,-1,-1,-1,-1
1626,7,402,-1,-1,-1,-1
1627,53,402,-1,-1,-1,-1
1628,1,403,-1,-1,-1,-1
1629,3,403,-1,-1,-1,-1
1630,4,403,1,1,1,1
1631,5,403,1,1,1,1
1632,6,403,-1,-1,-1,-1
1633,7,403,-1,-1,-1,-1
1634,53,403,-1,-1,-1,-1
1635,1,404,-1,-1,-1,-1
1636,3,404,-1,-1,-1,-1
1637,4,404,-1,-1,-1,-1
1638,5,404,1,1,1,1
1639,6,404,1,1,1,1
1640,7,404,-1,-1,-1,-1
1641,53,404,-1,-1,-1,-1
1642,3,194,1,1,1,1
1643,4,194,-1,-1,-1,-1
1644,5,194,-1,-1,-1,-1
1645,6,194,-1,-1,-1,-1
1646,7,194,-1,-1,-1,-1
1647,53,194,-1,-1,-1,-1
1648,1,406,-1,-1,-1,-1
1649,3,406,1,1,1,1
1650,4,406,-1,-1,-1,-1
1651,5,406,-1,-1,-1,-1
1652,6,406,-1,-1,-1,-1
1653,7,406,-1,-1,-1,-1
1654,53,406,1,1,1,1
1655,53,110,1,1,1,1
1656,53,111,1,1,1,1
1657,53,124,1,1,1,1
1658,1,407,-1,-1,-1,-1
1659,3,407,1,1,1,1
1660,4,407,-1,-1,-1,-1
1661,5,407,-1,-1,-1,-1
1662,6,407,-1,-1,-1,-1
1663,7,407,-1,-1,-1,-1
1664,53,407,1,1,1,1
1665,1,408,-1,-1,-1,-1
1666,3,408,1,1,1,1
1667,4,408,-1,-1,-1,-1
1668,5,408,-1,-1,-1,-1
1669,6,408,-1,-1,-1,-1
1670,7,408,-1,-1,-1,-1
1671,53,408,-1,-1,-1,-1
1672,1,411,-1,-1,-1,-1
1673,3,411,-1,-1,-1,-1
1674,4,411,-1,-1,-1,-1
1675,5,411,-1,-1,-1,-1
1676,6,411,-1,-1,-1,-1
1677,7,411,1,1,1,1
1678,53,411,-1,-1,-1,-1
1693,1,417,-1,-1,-1,-1
1694,3,417,-1,-1,-1,-1
1695,4,417,-1,-1,-1,-1
1696,5,417,-1,-1,-1,-1
1697,6,417,1,1,1,1
1698,7,417,1,1,1,1
1699,53,417,-1,-1,-1,-1
1700,1,419,-1,-1,-1,-1
1701,3,419,-1,-1,-1,-1
1702,4,419,-1,-1,-1,-1
1703,5,419,-1,-1,-1,-1
1704,6,419,1,1,1,1
1705,7,419,1,1,1,1
1706,53,419,-1,-1,-1,-1
1707,1,418,-1,-1,-1,-1
1708,3,418,-1,-1,-1,-1
1709,4,418,-1,-1,-1,-1
1710,5,418,-1,-1,-1,-1
1711,6,418,1,1,1,1
1712,7,418,-1,-1,-1,-1
1713,53,418,-1,-1,-1,-1
1714,1,421,-1,-1,-1,-1
1715,3,421,-1,-1,-1,-1
1716,4,421,-1,-1,-1,-1
1717,5,421,-1,-1,-1,-1
1718,6,421,1,1,1,1
1719,7,421,-1,-1,-1,-1
1720,53,421,-1,-1,-1,-1
1721,1,422,-1,-1,-1,-1
1722,3,422,-1,-1,-1,-1
1723,4,422,-1,-1,-1,-1
1724,5,422,-1,-1,-1,-1
1725,6,422,1,1,1,1
1726,7,422,-1,-1,-1,-1
1727,53,422,-1,-1,-1,-1
1728,1,440,-1,-1,-1,-1
1729,3,440,1,1,1,1
1730,4,440,-1,-1,-1,-1
1731,5,440,-1,-1,-1,-1
1732,6,440,-1,-1,-1,-1
1733,7,440,-1,-1,-1,-1
1734,53,440,-1,-1,-1,-1
1735,1,441,-1,-1,-1,-1
1736,3,441,1,1,1,1
1737,4,441,-1,-1,-1,-1
1738,5,441,-1,-1,-1,-1
1739,6,441,-1,-1,-1,-1
1740,7,441,-1,-1,-1,-1
1741,53,441,-1,-1,-1,-1
1742,1,442,-1,-1,-1,-1
1743,3,442,1,1,1,1
1744,4,442,-1,-1,-1,-1
1745,5,442,-1,-1,-1,-1
1746,6,442,-1,-1,-1,-1
1747,7,442,-1,-1,-1,-1
1748,53,442,-1,-1,-1,-1
1749,1,445,-1,-1,-1,-1
1750,3,445,1,1,1,1
1751,4,445,-1,-1,-1,-1
1752,5,445,-1,-1,-1,-1
1753,6,445,-1,-1,-1,-1
1754,7,445,-1,-1,-1,-1
1755,53,445,-1,-1,-1,-1
1756,1,446,-1,-1,-1,-1
1757,3,446,1,1,1,1
1758,4,446,-1,-1,-1,-1
1759,5,446,-1,-1,-1,-1
1760,6,446,-1,-1,-1,-1
1761,7,446,-1,-1,-1,-1
1762,53,446,-1,-1,-1,-1
1763,1,447,-1,-1,-1,-1
1764,3,447,1,1,1,1
1765,4,447,-1,-1,-1,-1
1766,5,447,-1,-1,-1,-1
1767,6,447,-1,-1,-1,-1
1768,7,447,-1,-1,-1,-1
1769,53,447,-1,-1,-1,-1
1770,1,426,-1,-1,-1,-1
1771,3,426,-1,-1,-1,-1
1772,4,426,-1,-1,-1,-1
1773,5,426,-1,-1,-1,-1
1774,6,426,-1,-1,-1,-1
1775,7,426,1,1,1,1
1776,53,426,-1,-1,-1,-1
1791,1,432,-1,-1,-1,-1
1792,3,432,-1,-1,-1,-1
1793,4,432,-1,-1,-1,-1
1794,5,432,-1,-1,-1,-1
1795,6,432,1,1,1,1
1796,7,432,1,1,1,1
1797,53,432,-1,-1,-1,-1
1798,1,434,-1,-1,-1,-1
1799,3,434,-1,-1,-1,-1
1800,4,434,-1,-1,-1,-1
1801,5,434,-1,-1,-1,-1
1802,6,434,1,1,1,1
1803,7,434,1,1,1,1
1804,53,434,-1,-1,-1,-1
1805,1,433,-1,-1,-1,-1
1806,3,433,-1,-1,-1,-1
1807,4,433,-1,-1,-1,-1
1808,5,433,-1,-1,-1,-1
1809,6,433,1,1,1,1
1810,7,433,-1,-1,-1,-1
1811,53,433,-1,-1,-1,-1
1812,1,436,-1,-1,-1,-1
1813,3,436,-1,-1,-1,-1
1814,4,436,-1,-1,-1,-1
1815,5,436,-1,-1,-1,-1
1816,6,436,1,1,1,1
1817,7,436,-1,-1,-1,-1
1818,53,436,-1,-1,-1,-1
1819,1,437,-1,-1,-1,-1
1820,3,437,-1,-1,-1,-1
1821,4,437,-1,-1,-1,-1
1822,5,437,-1,-1,-1,-1
1823,6,437,1,1,1,1
1824,7,437,-1,-1,-1,-1
1825,53,437,-1,-1,-1,-1
1826,1,451,-1,-1,-1,-1
1827,3,451,-1,-1,-1,-1
1828,4,451,-1,-1,-1,-1
1829,5,451,-1,-1,-1,-1
1830,6,451,-1,-1,-1,-1
1831,7,451,1,1,1,1
1832,53,451,-1,-1,-1,-1
1847,1,457,-1,-1,-1,-1
1848,3,457,-1,-1,-1,-1
1849,4,457,-1,-1,-1,-1
1850,5,457,-1,-1,-1,-1
1851,6,457,1,1,1,1
1852,7,457,1,1,1,1
1853,53,457,-1,-1,-1,-1
1854,1,458,-1,-1,-1,-1
1855,3,458,-1,-1,-1,-1
1856,4,458,-1,-1,-1,-1
1857,5,458,-1,-1,-1,-1
1858,6,458,1,1,1,1
1859,7,458,-1,-1,-1,-1
1860,53,458,-1,-1,-1,-1
1861,1,459,-1,-1,-1,-1
1862,3,459,-1,-1,-1,-1
1863,4,459,-1,-1,-1,-1
1864,5,459,-1,-1,-1,-1
1865,6,459,1,1,1,1
1866,7,459,1,1,1,1
1867,53,459,-1,-1,-1,-1
1868,1,461,-1,-1,-1,-1
1869,3,461,-1,-1,-1,-1
1870,4,461,-1,-1,-1,-1
1871,5,461,-1,-1,-1,-1
1872,6,461,1,1,1,1
1873,7,461,-1,-1,-1,-1
1874,53,461,-1,-1,-1,-1
1875,1,462,-1,-1,-1,-1
1876,3,462,-1,-1,-1,-1
1877,4,462,-1,-1,-1,-1
1878,5,462,-1,-1,-1,-1
1879,6,462,1,1,1,1
1880,7,462,-1,-1,-1,-1
1881,53,462,-1,-1,-1,-1
1882,1,465,-1,-1,-1,-1
1883,3,465,1,1,1,1
1884,4,465,-1,-1,-1,-1
1885,5,465,-1,-1,-1,-1
1886,6,465,-1,-1,-1,-1
1887,7,465,-1,-1,-1,-1
1888,53,465,-1,-1,-1,-1
1889,1,466,-1,-1,-1,-1
1890,3,466,1,1,1,1
1891,4,466,-1,-1,-1,-1
1892,5,466,-1,-1,-1,-1
1893,6,466,-1,-1,-1,-1
1894,7,466,-1,-1,-1,-1
1895,53,466,-1,-1,-1,-1
1896,1,467,-1,-1,-1,-1
1897,3,467,1,1,1,1
1898,4,467,-1,-1,-1,-1
1899,5,467,-1,-1,-1,-1
1900,6,467,-1,-1,-1,-1
1901,7,467,-1,-1,-1,-1
1902,53,467,-1,-1,-1,-1
1903,1,470,-1,-1,-1,-1
1904,3,470,1,1,1,1
1905,4,470,-1,-1,-1,-1
1906,5,470,-1,-1,-1,-1
1907,6,470,-1,-1,-1,-1
1908,7,470,-1,-1,-1,-1
1909,53,470,-1,-1,-1,-1
1910,1,471,-1,-1,-1,-1
1911,3,471,1,1,1,1
1912,4,471,-1,-1,-1,-1
1913,5,471,-1,-1,-1,-1
1914,6,471,-1,-1,-1,-1
1915,7,471,-1,-1,-1,-1
1916,53,471,-1,-1,-1,-1
1917,1,472,-1,-1,-1,-1
1918,3,472,1,1,1,1
1919,4,472,-1,-1,-1,-1
1920,5,472,-1,-1,-1,-1
1921,6,472,-1,-1,-1,-1
1922,7,472,-1,-1,-1,-1
1923,53,472,-1,-1,-1,-1
1924,1,475,-1,-1,-1,-1
1925,3,475,1,1,1,1
1926,4,475,-1,-1,-1,-1
1927,5,475,-1,-1,-1,-1
1928,6,475,-1,-1,-1,-1
1929,7,475,-1,-1,-1,-1
1930,53,475,-1,-1,-1,-1
1931,1,479,-1,-1,-1,-1
1932,3,479,-1,-1,-1,-1
1933,4,479,-1,-1,-1,-1
1934,5,479,-1,-1,-1,-1
1935,6,479,-1,-1,-1,-1
1936,7,479,1,1,1,1
1937,53,479,-1,-1,-1,-1
1952,1,485,-1,-1,-1,-1
1953,3,485,-1,-1,-1,-1
1954,4,485,-1,-1,-1,-1
1955,5,485,-1,-1,-1,-1
1956,6,485,1,1,1,1
1957,7,485,1,1,1,1
1958,53,485,-1,-1,-1,-1
1959,1,486,-1,-1,-1,-1
1960,3,486,-1,-1,-1,-1
1961,4,486,-1,-1,-1,-1
1962,5,486,-1,-1,-1,-1
1963,6,486,1,1,1,1
1964,7,486,-1,-1,-1,-1
1965,53,486,-1,-1,-1,-1
1966,1,487,-1,-1,-1,-1
1967,3,487,-1,-1,-1,-1
1968,4,487,-1,-1,-1,-1
1969,5,487,-1,-1,-1,-1
1970,6,487,1,1,1,1
1971,7,487,1,1,1,1
1972,53,487,-1,-1,-1,-1
1973,1,489,-1,-1,-1,-1
1974,3,489,-1,-1,-1,-1
1975,4,489,-1,-1,-1,-1
1976,5,489,-1,-1,-1,-1
1977,6,489,1,1,1,1
1978,7,489,-1,-1,-1,-1
1979,53,489,-1,-1,-1,-1
1980,1,490,-1,-1,-1,-1
1981,3,490,-1,-1,-1,-1
1982,4,490,-1,-1,-1,-1
1983,5,490,-1,-1,-1,-1
1984,6,490,1,1,1,1
1985,7,490,-1,-1,-1,-1
1986,53,490,-1,-1,-1,-1
1987,1,438,-1,-1,-1,-1
1988,3,438,-1,-1,-1,-1
1989,4,438,-1,-1,-1,-1
1990,5,438,-1,-1,-1,-1
1991,6,438,-1,-1,-1,-1
1992,7,438,1,1,1,1
1993,53,438,-1,-1,-1,-1
1994,1,492,-1,-1,-1,-1
1995,3,492,-1,-1,-1,-1
1996,4,492,-1,-1,-1,-1
1997,5,492,-1,-1,-1,-1
1998,6,492,-1,-1,-1,-1
1999,7,492,1,1,1,1
2000,53,492,-1,-1,-1,-1
2001,1,493,-1,-1,-1,-1
2002,3,493,-1,-1,-1,-1
2003,4,493,-1,-1,-1,-1
2004,5,493,-1,-1,-1,-1
2005,6,493,-1,-1,-1,-1
2006,7,493,1,1,1,1
2007,53,493,-1,-1,-1,-1
2008,1,494,-1,-1,-1,-1
2009,3,494,-1,-1,-1,-1
2010,4,494,-1,-1,-1,-1
2011,5,494,-1,-1,-1,-1
2012,6,494,-1,-1,-1,-1
2013,7,494,1,1,1,1
2014,53,494,-1,-1,-1,-1
2015,1,495,-1,-1,-1,-1
2016,3,495,-1,-1,-1,-1
2017,4,495,-1,-1,-1,-1
2018,5,495,-1,-1,-1,-1
2019,6,495,-1,-1,-1,-1
2020,7,495,1,1,1,1
2021,53,495,-1,-1,-1,-1
2022,1,498,-1,-1,-1,-1
2023,3,498,-1,-1,-1,-1
2024,4,498,-1,-1,-1,-1
2025,5,498,-1,-1,-1,-1
2026,6,498,-1,-1,-1,-1
2027,7,498,1,1,1,1
2028,53,498,-1,-1,-1,-1
2029,1,499,-1,-1,-1,-1
2030,3,499,-1,-1,-1,-1
2031,4,499,-1,-1,-1,-1
2032,5,499,-1,-1,-1,-1
2033,6,499,-1,-1,-1,-1
2034,7,499,1,1,1,1
2035,53,499,-1,-1,-1,-1
2036,1,496,-1,-1,-1,-1
2037,3,496,-1,-1,-1,-1
2038,4,496,-1,-1,-1,-1
2039,5,496,-1,-1,-1,-1
2040,6,496,-1,-1,-1,-1
2041,7,496,1,1,1,1
2042,53,496,-1,-1,-1,-1
2043,1,497,-1,-1,-1,-1
2044,3,497,-1,-1,-1,-1
2045,4,497,-1,-1,-1,-1
2046,5,497,-1,-1,-1,-1
2047,6,497,-1,-1,-1,-1
2048,7,497,1,1,1,1
2049,53,497,-1,-1,-1,-1
2050,1,502,-1,-1,-1,-1
2051,3,502,1,1,1,1
2052,4,502,-1,-1,-1,-1
2053,5,502,-1,-1,-1,-1
2054,6,502,-1,-1,-1,-1
2055,7,502,-1,-1,-1,-1
2056,53,502,-1,-1,-1,-1
